PARAMETER_ID,VALUE,UNIT,SOURCE,PROVENANCE,FROZEN_OR_FITTABLE
PROPER_3_1_2_8_9,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_4_1_2_12_11,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_5_1_2_12_13,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_6_2_3_4_5,pk=0.46;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_7_2_3_4_5,pk=0.04;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_8_2_3_4_5,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_9_2_8_7_5,pk=6.65;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_10_2_8_9_10,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_11_2_12_11_10,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_12_2_12_11_16,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_13_2_12_13_14,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_14_3_2_8_7,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_15_3_2_8_9,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_16_3_2_12_11,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_17_3_2_12_13,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_18_3_4_5_6,pk=11.74;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_19_3_4_5_6,pk=0.11;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_20_3_4_5_6,pk=0.08;phase=180.0000771436223;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_21_3_4_5_7,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_22_4_3_2_8,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_23_4_3_2_12,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_24_4_5_7_8,pk=2.9;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_25_5_7_8_9,pk=6.65;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_26_6_5_7_8,pk=2.175;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_27_7_8_9_10,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_28_7_8_2_12,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_29_8_9_10_11,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_30_8_9_10_26,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_31_8_2_12_11,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_32_8_2_12_13,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_33_9_8_2_12,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_34_9_10_11_12,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_35_9_10_11_16,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_36_10_11_12_13,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_37_10_11_16_15,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_38_10_11_16_17,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_39_11_12_13_14,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_40_11_16_15_14,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_41_11_16_15_25,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_42_11_16_15_19,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_43_11_16_17_18,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_44_12_11_10_26,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_45_12_11_16_15,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_46_12_11_16_17,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_47_12_13_14_15,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_48_13_12_11_16,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_49_13_14_15_16,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_50_13_14_15_25,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_51_13_14_15_19,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_52_14_15_16_17,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_53_14_15_19_18,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_54_14_15_19_20,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_55_14_15_19_24,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_56_15_16_17_18,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_57_15_19_18_17,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_58_15_19_20_21,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_59_15_19_24_22,pk=0.8;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_60_15_19_24_22,pk=0.383;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_61_16_15_19_18,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_62_16_15_19_20,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_63_16_15_19_24,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_64_16_17_18_19,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_65_16_11_10_26,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_66_17_16_15_25,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_67_17_16_15_19,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_68_17_18_19_20,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_69_17_18_19_24,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_70_18_19_20_21,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_71_18_19_15_25,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_72_18_19_24_22,pk=0.8;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_73_18_19_24_22,pk=0.383;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_74_19_20_21_22,pk=0.46;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_75_19_20_21_22,pk=0.04;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_76_19_20_21_22,pk=0;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_77_19_24_22_21,pk=1.89;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_78_19_24_22_21,pk=3.29;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_79_19_24_22_21,pk=0.75;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_80_19_24_22_23,pk=1.4;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_81_19_24_22_23,pk=2.7;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_82_20_19_15_25,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_83_20_19_24_22,pk=0.8;phase=180.0000771436223;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_84_20_19_24_22,pk=0.383;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_85_20_21_22_23,pk=0.68;phase=0;periodicity=1;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_86_20_21_22_23,pk=0.2;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_87_20_21_22_23,pk=0.44;phase=180.0000771436223;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_88_20_21_22_24,pk=0;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_89_21_20_19_24,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_90_24_19_15_25,pk=0.155555556;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
IMPROPER_91_4_7_5_6,pk=10.5;phase=180.0000771436223;periodicity=2;scee=0;scnb=0,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
IMPROPER_92_2_9_8_7,pk=10.5;phase=180.0000771436223;periodicity=2;scee=0;scnb=0,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
IMPROPER_93_21_23_22_24,pk=1.1;phase=180.0000771436223;periodicity=2;scee=0;scnb=0,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_94_1_2_3_30,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_95_1_2_3_31,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_96_1_2_12_39,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_97_2_3_4_32,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_98_2_3_4_33,pk=0.13;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_99_2_8_7_34,pk=6.65;phase=180.0000771436223;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_100_2_8_9_35,pk=0.15;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
