uniprot_accession,length,cc_pair_count,cc_start_positions,header
Q15468,1287,2,278;605,sp|Q15468|STIL_HUMAN SCL-interrupting locus protein OS=Homo sapiens OX=9606 GN=STIL PE=1 SV=2
Q38SD2,2015,3,429;1533;1578,sp|Q38SD2|LRRK1_HUMAN Leucine-rich repeat serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=LRRK1 PE=1 SV=3
Q5VTE6,544,1,45,"sp|Q5VTE6|ANGE2_HUMAN RNA 2',3'-cyclic phosphatase ANGEL2 OS=Homo sapiens OX=9606 GN=ANGEL2 PE=1 SV=1"
Q6ZMT1,411,1,358,sp|Q6ZMT1|STAC2_HUMAN SH3 and cysteine-rich domain-containing protein 2 OS=Homo sapiens OX=9606 GN=STAC2 PE=1 SV=1
Q7RTS3,328,1,101,sp|Q7RTS3|PTF1A_HUMAN Pancreas transcription factor 1 subunit alpha OS=Homo sapiens OX=9606 GN=PTF1A PE=1 SV=1
Q86XT9,240,1,220,sp|Q86XT9|TM219_HUMAN Insulin-like growth factor-binding protein 3 receptor OS=Homo sapiens OX=9606 GN=TMEM219 PE=1 SV=1
Q8N1G1,1221,2,973;1016,sp|Q8N1G1|REXO1_HUMAN RNA exonuclease 1 homolog OS=Homo sapiens OX=9606 GN=REXO1 PE=1 SV=3
Q8N812,135,1,40,sp|Q8N812|CL076_HUMAN Uncharacterized protein C12orf76 OS=Homo sapiens OX=9606 GN=C12orf76 PE=2 SV=1
Q8NBQ7,271,2,58;59,sp|Q8NBQ7|AQP11_HUMAN Aquaporin-11 OS=Homo sapiens OX=9606 GN=AQP11 PE=1 SV=1
Q8TC27,787,2,418;437,sp|Q8TC27|ADA32_HUMAN Disintegrin and metalloproteinase domain-containing protein 32 OS=Homo sapiens OX=9606 GN=ADAM32 PE=1 SV=2
Q8TDV2,347,1,177,sp|Q8TDV2|GP148_HUMAN Probable G protein-coupled receptor 148 OS=Homo sapiens OX=9606 GN=GPR148 PE=1 SV=2
Q92503,715,1,112,sp|Q92503|S14L1_HUMAN SEC14-like protein 1 OS=Homo sapiens OX=9606 GN=SEC14L1 PE=1 SV=2
Q96JE9,813,1,10,sp|Q96JE9|MAP6_HUMAN Microtubule-associated protein 6 OS=Homo sapiens OX=9606 GN=MAP6 PE=1 SV=2
Q9NQ32,467,2,242;273,sp|Q9NQ32|CK016_HUMAN Uncharacterized protein C11orf16 OS=Homo sapiens OX=9606 GN=C11orf16 PE=1 SV=3
Q9NZJ6,369,2,237;238,"sp|Q9NZJ6|COQ3_HUMAN Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ3 PE=1 SV=3"
Q9UJW2,476,3,62;94;276,sp|Q9UJW2|TINAG_HUMAN Tubulointerstitial nephritis antigen OS=Homo sapiens OX=9606 GN=TINAG PE=1 SV=3
A1L157,253,3,155;184;242,sp|A1L157|TSN11_HUMAN Tetraspanin-11 OS=Homo sapiens OX=9606 GN=TSPAN11 PE=1 SV=2
B9A014,251,1,157,sp|B9A014|F243A_HUMAN Uncharacterized protein C21orf140 OS=Homo sapiens OX=9606 GN=C21orf140 PE=2 SV=1
O43261,78,1,67,sp|O43261|LEU1_HUMAN Leukemia-associated protein 1 OS=Homo sapiens OX=9606 GN=DLEU1 PE=1 SV=2
O60282,957,1,303,sp|O60282|KIF5C_HUMAN Kinesin heavy chain isoform 5C OS=Homo sapiens OX=9606 GN=KIF5C PE=1 SV=1
O75094,1523,1,1486,sp|O75094|SLIT3_HUMAN Slit homolog 3 protein OS=Homo sapiens OX=9606 GN=SLIT3 PE=1 SV=3
O95436,690,8,618;619;620;621;625;629;638;644,sp|O95436|NPT2B_HUMAN Sodium-dependent phosphate transport protein 2B OS=Homo sapiens OX=9606 GN=SLC34A2 PE=1 SV=3
P08908,422,1,119,sp|P08908|5HT1A_HUMAN 5-hydroxytryptamine receptor 1A OS=Homo sapiens OX=9606 GN=HTR1A PE=1 SV=3
P43657,344,1,284,sp|P43657|LPAR6_HUMAN Lysophosphatidic acid receptor 6 OS=Homo sapiens OX=9606 GN=LPAR6 PE=1 SV=3
Q08AI8,447,1,330,sp|Q08AI8|MB214_HUMAN Protein mab-21-like 4 OS=Homo sapiens OX=9606 GN=MAB21L4 PE=1 SV=2
Q15283,850,1,727,sp|Q15283|RASA2_HUMAN Ras GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RASA2 PE=1 SV=3
Q2KHN1,245,1,56,sp|Q2KHN1|RN151_HUMAN RING finger protein 151 OS=Homo sapiens OX=9606 GN=RNF151 PE=1 SV=1
Q5VUG0,894,2,527;635,sp|Q5VUG0|SMBT2_HUMAN Scm-like with four MBT domains protein 2 OS=Homo sapiens OX=9606 GN=SFMBT2 PE=1 SV=1
Q7Z3D6,616,2,159;181,"sp|Q7Z3D6|GLUCM_HUMAN D-glutamate cyclase, mitochondrial OS=Homo sapiens OX=9606 GN=DGLUCY PE=1 SV=2"
Q7Z5L0,202,1,199,sp|Q7Z5L0|VMO1_HUMAN Vitelline membrane outer layer protein 1 homolog OS=Homo sapiens OX=9606 GN=VMO1 PE=1 SV=1
Q8NF50,2099,1,521,sp|Q8NF50|DOCK8_HUMAN Dedicator of cytokinesis protein 8 OS=Homo sapiens OX=9606 GN=DOCK8 PE=1 SV=3
Q8TBJ4,325,1,114,sp|Q8TBJ4|PLPR1_HUMAN Phospholipid phosphatase-related protein type 1 OS=Homo sapiens OX=9606 GN=PLPPR1 PE=1 SV=1
Q8WXS8,1223,1,1089,sp|Q8WXS8|ATS14_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 14 OS=Homo sapiens OX=9606 GN=ADAMTS14 PE=1 SV=2
Q96BW5,349,1,35,sp|Q96BW5|PTER_HUMAN N-acetyltaurine hydrolase OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1
Q96GX1,697,2,184;185,sp|Q96GX1|TECT2_HUMAN Tectonic-2 OS=Homo sapiens OX=9606 GN=TCTN2 PE=1 SV=1
Q96M94,604,1,120,sp|Q96M94|KLH15_HUMAN Kelch-like protein 15 OS=Homo sapiens OX=9606 GN=KLHL15 PE=1 SV=2
Q96N19,417,2,100;406,sp|Q96N19|G137A_HUMAN Integral membrane protein GPR137 OS=Homo sapiens OX=9606 GN=GPR137 PE=1 SV=2
Q9BRP4,392,3,139;285;378,sp|Q9BRP4|PAAF1_HUMAN Proteasomal ATPase-associated factor 1 OS=Homo sapiens OX=9606 GN=PAAF1 PE=1 SV=2
Q9BYW2,2564,3,530;574;785,sp|Q9BYW2|SETD2_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3
Q9H313,450,2,70;71,sp|Q9H313|TTYH1_HUMAN Protein tweety homolog 1 OS=Homo sapiens OX=9606 GN=TTYH1 PE=1 SV=1
Q9NUT2,735,1,461,sp|Q9NUT2|MITOS_HUMAN Mitochondrial potassium channel ATP-binding subunit OS=Homo sapiens OX=9606 GN=ABCB8 PE=1 SV=3
Q9UBR5,152,1,120,sp|Q9UBR5|CKLF_HUMAN Chemokine-like factor OS=Homo sapiens OX=9606 GN=CKLF PE=1 SV=1
Q9UH90,709,1,94,sp|Q9UH90|FBX40_HUMAN F-box only protein 40 OS=Homo sapiens OX=9606 GN=FBXO40 PE=1 SV=2
Q9UJM3,462,1,267,sp|Q9UJM3|ERRFI_HUMAN ERBB receptor feedback inhibitor 1 OS=Homo sapiens OX=9606 GN=ERRFI1 PE=1 SV=1
Q9Y2H8,683,1,88,sp|Q9Y2H8|ZN510_HUMAN Zinc finger protein 510 OS=Homo sapiens OX=9606 GN=ZNF510 PE=1 SV=1
A0A075B6I9,117,1,13,sp|A0A075B6I9|LV746_HUMAN Immunoglobulin lambda variable 7-46 OS=Homo sapiens OX=9606 GN=IGLV7-46 PE=1 SV=4
A5YM72,827,2,529;663,sp|A5YM72|CRNS1_HUMAN Carnosine synthase 1 OS=Homo sapiens OX=9606 GN=CARNS1 PE=1 SV=3
C9JH25,899,1,13,sp|C9JH25|PRRT4_HUMAN Proline-rich transmembrane protein 4 OS=Homo sapiens OX=9606 GN=PRRT4 PE=1 SV=1
O15021,2623,1,364,sp|O15021|MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=MAST4 PE=1 SV=4
O15056,1496,1,177,sp|O15056|SYNJ2_HUMAN Polyphosphatidylinositol phosphatase SYNJ2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3
O75564,556,1,548,sp|O75564|JERKY_HUMAN Jerky protein homolog OS=Homo sapiens OX=9606 GN=JRK PE=1 SV=3
P08833,259,1,59,sp|P08833|IBP1_HUMAN Insulin-like growth factor-binding protein 1 OS=Homo sapiens OX=9606 GN=IGFBP1 PE=1 SV=1
P10912,638,1,389,sp|P10912|GHR_HUMAN Growth hormone receptor OS=Homo sapiens OX=9606 GN=GHR PE=1 SV=1
P19971,482,1,182,sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2
P27824,592,1,502,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2
P51149,207,1,83,sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1
P51693,650,1,209,sp|P51693|APLP1_HUMAN Amyloid beta precursor like protein 1 OS=Homo sapiens OX=9606 GN=APLP1 PE=1 SV=3
Q13615,1198,1,1152,"sp|Q13615|MTMR3_HUMAN Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3 OS=Homo sapiens OX=9606 GN=MTMR3 PE=1 SV=3"
Q53H64,114,1,44,sp|Q53H64|AK40L_HUMAN Putative ANKRD40 C-terminal-like protein OS=Homo sapiens OX=9606 GN=ANKRD40CL PE=4 SV=2
Q7Z745,1585,1,625,sp|Q7Z745|MRO2B_HUMAN Maestro heat-like repeat-containing protein family member 2B OS=Homo sapiens OX=9606 GN=MROH2B PE=1 SV=3
Q8N4C7,294,3,284;287;290,sp|Q8N4C7|STX19_HUMAN Syntaxin-19 OS=Homo sapiens OX=9606 GN=STX19 PE=1 SV=1
Q96EG1,525,1,512,sp|Q96EG1|ARSG_HUMAN Arylsulfatase G OS=Homo sapiens OX=9606 GN=ARSG PE=1 SV=1
Q96HD1,420,1,142,sp|Q96HD1|CREL1_HUMAN Protein disulfide isomerase CRELD1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3
Q96HI0,755,1,199,sp|Q96HI0|SENP5_HUMAN Sentrin-specific protease 5 OS=Homo sapiens OX=9606 GN=SENP5 PE=1 SV=3
Q9BYR5,136,20,5;20;25;30;35;40;45;50;55;60;65;70;75;80;90;100;110;120;125;135,sp|Q9BYR5|KRA42_HUMAN Keratin-associated protein 4-2 OS=Homo sapiens OX=9606 GN=KRTAP4-2 PE=1 SV=2
Q9BYR6,98,3,3;47;89,sp|Q9BYR6|KRA33_HUMAN Keratin-associated protein 3-3 OS=Homo sapiens OX=9606 GN=KRTAP3-3 PE=1 SV=1
Q9GZW8,240,1,55,sp|Q9GZW8|MS4A7_HUMAN Membrane-spanning 4-domains subfamily A member 7 OS=Homo sapiens OX=9606 GN=MS4A7 PE=1 SV=1
Q9H158,963,2,713;718,sp|Q9H158|PCDC1_HUMAN Protocadherin alpha-C1 OS=Homo sapiens OX=9606 GN=PCDHAC1 PE=1 SV=2
Q9NY65,449,1,315,sp|Q9NY65|TBA8_HUMAN Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1
Q9UBS9,1254,2,28;624,sp|Q9UBS9|SUCO_HUMAN SUN domain-containing ossification factor OS=Homo sapiens OX=9606 GN=SUCO PE=1 SV=1
Q9Y574,426,1,377,sp|Q9Y574|ASB4_HUMAN Ankyrin repeat and SOCS box protein 4 OS=Homo sapiens OX=9606 GN=ASB4 PE=1 SV=1
O43825,422,1,9,"sp|O43825|B3GT2_HUMAN Beta-1,3-galactosyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GALT2 PE=1 SV=1"
O95415,125,1,108,sp|O95415|BRI3_HUMAN Membrane protein BRI3 OS=Homo sapiens OX=9606 GN=BRI3 PE=1 SV=1
P01733,115,1,7,sp|P01733|TVBL3_HUMAN T cell receptor beta variable 12-3 OS=Homo sapiens OX=9606 GN=TRBV12-3 PE=1 SV=2
P05091,517,2,318;319,"sp|P05091|ALDH2_HUMAN Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2"
P22459,653,1,174,sp|P22459|KCNA4_HUMAN Potassium voltage-gated channel subfamily A member 4 OS=Homo sapiens OX=9606 GN=KCNA4 PE=1 SV=2
Q13888,395,1,381,sp|Q13888|TF2H2_HUMAN General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1
Q5THR3,1501,1,155,sp|Q5THR3|EFCB6_HUMAN EF-hand calcium-binding domain-containing protein 6 OS=Homo sapiens OX=9606 GN=EFCAB6 PE=1 SV=1
Q6ZT98,887,1,811,sp|Q6ZT98|TTLL7_HUMAN Tubulin polyglutamylase TTLL7 OS=Homo sapiens OX=9606 GN=TTLL7 PE=1 SV=2
Q86Z20,511,1,259,sp|Q86Z20|CC125_HUMAN Coiled-coil domain-containing protein 125 OS=Homo sapiens OX=9606 GN=CCDC125 PE=1 SV=2
Q8N7R7,359,1,7,sp|Q8N7R7|CCYL1_HUMAN Cyclin-Y-like protein 1 OS=Homo sapiens OX=9606 GN=CCNYL1 PE=1 SV=2
Q8N8Z8,693,1,430,sp|Q8N8Z8|ZN441_HUMAN Zinc finger protein 441 OS=Homo sapiens OX=9606 GN=ZNF441 PE=1 SV=2
Q8TC07,691,1,566,sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2
Q8TEX9,1081,3,269;566;725,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2
Q92954,1404,2,56;96,sp|Q92954|PRG4_HUMAN Proteoglycan 4 OS=Homo sapiens OX=9606 GN=PRG4 PE=1 SV=3
Q92995,863,1,483,sp|Q92995|UBP13_HUMAN Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens OX=9606 GN=USP13 PE=1 SV=2
Q96B67,414,1,182,sp|Q96B67|ARRD3_HUMAN Arrestin domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ARRDC3 PE=1 SV=1
Q9H8J5,431,1,67,sp|Q9H8J5|MANS1_HUMAN MANSC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MANSC1 PE=1 SV=1
Q9NSD7,469,2,201;210,sp|Q9NSD7|RL3R1_HUMAN Relaxin-3 receptor 1 OS=Homo sapiens OX=9606 GN=RXFP3 PE=1 SV=1
A2VDJ0,1609,2,32;1548,sp|A2VDJ0|T131L_HUMAN Transmembrane protein 131-like OS=Homo sapiens OX=9606 GN=TMEM131L PE=1 SV=2
O43731,214,1,28,sp|O43731|ERD23_HUMAN ER lumen protein-retaining receptor 3 OS=Homo sapiens OX=9606 GN=KDELR3 PE=1 SV=1
O43827,346,2,45;297,sp|O43827|ANGL7_HUMAN Angiopoietin-related protein 7 OS=Homo sapiens OX=9606 GN=ANGPTL7 PE=1 SV=1
O76036,304,1,48,sp|O76036|NCTR1_HUMAN Natural cytotoxicity triggering receptor 1 OS=Homo sapiens OX=9606 GN=NCR1 PE=1 SV=2
O94769,699,1,153,sp|O94769|ECM2_HUMAN Extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=ECM2 PE=1 SV=1
P02679,453,1,34,sp|P02679|FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
P0C6P0,100,1,3,sp|P0C6P0|BCL8_HUMAN Putative protein BCL8 OS=Homo sapiens OX=9606 GN=NBEAP1 PE=5 SV=1
P46089,330,3,312;313;314,sp|P46089|GPR3_HUMAN G protein-coupled receptor 3 OS=Homo sapiens OX=9606 GN=GPR3 PE=1 SV=1
P51684,374,1,309,sp|P51684|CCR6_HUMAN C-C chemokine receptor type 6 OS=Homo sapiens OX=9606 GN=CCR6 PE=1 SV=2
P51689,593,1,576,sp|P51689|ARSD_HUMAN Arylsulfatase D OS=Homo sapiens OX=9606 GN=ARSD PE=1 SV=2
P55103,352,2,247;316,sp|P55103|INHBC_HUMAN Inhibin beta C chain OS=Homo sapiens OX=9606 GN=INHBC PE=1 SV=1
P80075,99,1,34,sp|P80075|CCL8_HUMAN C-C motif chemokine 8 OS=Homo sapiens OX=9606 GN=CCL8 PE=1 SV=2
Q13114,568,1,105,sp|Q13114|TRAF3_HUMAN TNF receptor-associated factor 3 OS=Homo sapiens OX=9606 GN=TRAF3 PE=1 SV=2
Q13495,774,1,641,sp|Q13495|MAMD1_HUMAN Mastermind-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAMLD1 PE=1 SV=2
Q14439,515,1,107,sp|Q14439|GP176_HUMAN G protein-coupled receptor 176 OS=Homo sapiens OX=9606 GN=GPR176 PE=1 SV=1
Q14642,412,1,408,sp|Q14642|I5P1_HUMAN Inositol polyphosphate-5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5A PE=1 SV=1
Q4G0A6,757,1,425,sp|Q4G0A6|MINY4_HUMAN Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 OS=Homo sapiens OX=9606 GN=MINDY4 PE=1 SV=2
Q5VWM6,474,2,181;473,sp|Q5VWM6|PRA13_HUMAN PRAME family member 13 OS=Homo sapiens OX=9606 GN=PRAMEF13 PE=3 SV=2
Q6ZNG2,339,1,151,sp|Q6ZNG2|DBX2_HUMAN Homeobox protein DBX2 OS=Homo sapiens OX=9606 GN=DBX2 PE=1 SV=2
Q7Z4I7,341,1,75,sp|Q7Z4I7|LIMS2_HUMAN LIM and senescent cell antigen-like-containing domain protein 2 OS=Homo sapiens OX=9606 GN=LIMS2 PE=1 SV=1
Q86VN1,386,1,57,sp|Q86VN1|VPS36_HUMAN Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens OX=9606 GN=VPS36 PE=1 SV=1
Q86XA9,2040,1,350,sp|Q86XA9|HTR5A_HUMAN HEAT repeat-containing protein 5A OS=Homo sapiens OX=9606 GN=HEATR5A PE=1 SV=2
Q8TDJ6,3036,1,1029,sp|Q8TDJ6|DMXL2_HUMAN DmX-like protein 2 OS=Homo sapiens OX=9606 GN=DMXL2 PE=1 SV=2
Q8WTT0,213,1,82,sp|Q8WTT0|CLC4C_HUMAN C-type lectin domain family 4 member C OS=Homo sapiens OX=9606 GN=CLEC4C PE=1 SV=1
Q9BYQ3,159,20,4;8;13;32;37;42;46;51;56;61;70;75;80;85;125;129;134;139;153;158,sp|Q9BYQ3|KRA93_HUMAN Keratin-associated protein 9-3 OS=Homo sapiens OX=9606 GN=KRTAP9-3 PE=1 SV=1
Q9H0H0,1196,1,990,sp|Q9H0H0|INT2_HUMAN Integrator complex subunit 2 OS=Homo sapiens OX=9606 GN=INTS2 PE=1 SV=3
Q9HCH3,593,1,409,sp|Q9HCH3|CPNE5_HUMAN Copine-5 OS=Homo sapiens OX=9606 GN=CPNE5 PE=1 SV=2
Q9P203,1132,1,622,sp|Q9P203|BTBD7_HUMAN BTB/POZ domain-containing protein 7 OS=Homo sapiens OX=9606 GN=BTBD7 PE=1 SV=3
Q9UGC6,210,4,28;33;34;35,sp|Q9UGC6|RGS17_HUMAN Regulator of G protein signaling 17 OS=Homo sapiens OX=9606 GN=RGS17 PE=1 SV=2
Q9UGU0,1960,1,1705,sp|Q9UGU0|TCF20_HUMAN Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3
A0A096LP49,1063,1,413,sp|A0A096LP49|CC187_HUMAN Coiled-coil domain-containing protein 187 OS=Homo sapiens OX=9606 GN=CCDC187 PE=1 SV=1
O15342,81,1,47,sp|O15342|VA0E1_HUMAN V-type proton ATPase subunit e 1 OS=Homo sapiens OX=9606 GN=ATP6V0E1 PE=1 SV=2
O60931,367,1,223,sp|O60931|CTNS_HUMAN Cystinosin OS=Homo sapiens OX=9606 GN=CTNS PE=1 SV=2
P04275,2813,8,1669;2319;2388;2490;2570;2640;2715;2773,sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4
P60509,514,3,288;402;467,sp|P60509|ERB1_HUMAN Endogenous retrovirus group PABLB member 1 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVPABLB-1 PE=2 SV=1
Q5GLZ8,1057,1,248,sp|Q5GLZ8|HERC4_HUMAN Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1
Q68D06,897,1,320,sp|Q68D06|SLN13_HUMAN Schlafen family member 13 OS=Homo sapiens OX=9606 GN=SLFN13 PE=1 SV=1
Q6ZNE9,571,2,520;558,sp|Q6ZNE9|RUFY4_HUMAN RUN and FYVE domain-containing protein 4 OS=Homo sapiens OX=9606 GN=RUFY4 PE=1 SV=2
Q75T13,922,1,622,sp|Q75T13|PGAP1_HUMAN GPI inositol-deacylase OS=Homo sapiens OX=9606 GN=PGAP1 PE=1 SV=1
Q86SM5,289,1,187,sp|Q86SM5|MRGRG_HUMAN Mas-related G protein-coupled receptor member G OS=Homo sapiens OX=9606 GN=MRGPRG PE=2 SV=2
Q8IWV7,1749,1,1640,sp|Q8IWV7|UBR1_HUMAN E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1
Q8N531,539,3,218;245;296,sp|Q8N531|FBXL6_HUMAN F-box/LRR-repeat protein 6 OS=Homo sapiens OX=9606 GN=FBXL6 PE=1 SV=2
Q8TAS1,419,1,42,sp|Q8TAS1|UHMK1_HUMAN Serine/threonine-protein kinase Kist OS=Homo sapiens OX=9606 GN=UHMK1 PE=1 SV=2
Q8WUF8,416,1,343,sp|Q8WUF8|ARB2A_HUMAN Cotranscriptional regulator ARB2A OS=Homo sapiens OX=9606 GN=ARB2A PE=1 SV=1
Q99988,308,2,210;273,sp|Q99988|GDF15_HUMAN Growth/differentiation factor 15 OS=Homo sapiens OX=9606 GN=GDF15 PE=1 SV=3
Q9BY19,250,1,211,sp|Q9BY19|M4A8_HUMAN Membrane-spanning 4-domains subfamily A member 8 OS=Homo sapiens OX=9606 GN=MS4A8 PE=2 SV=1
Q9H2C1,402,1,32,sp|Q9H2C1|LHX5_HUMAN LIM/homeobox protein Lhx5 OS=Homo sapiens OX=9606 GN=LHX5 PE=1 SV=1
Q9HA64,309,1,150,sp|Q9HA64|KT3K_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2
Q9NTG1,2253,1,1392,sp|Q9NTG1|PKDRE_HUMAN Polycystin family receptor for egg jelly OS=Homo sapiens OX=9606 GN=PKDREJ PE=2 SV=2
Q9UH77,587,1,139,sp|Q9UH77|KLHL3_HUMAN Kelch-like protein 3 OS=Homo sapiens OX=9606 GN=KLHL3 PE=1 SV=2
A0A1B0GVZ9,203,1,127,sp|A0A1B0GVZ9|TM269_HUMAN Transmembrane protein 269 OS=Homo sapiens OX=9606 GN=TMEM269 PE=3 SV=2
A0A286YF46,85,13,3;33;37;40;44;48;55;56;61;72;78;83;84,sp|A0A286YF46|SCGR5_HUMAN Small cysteine and glycine repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=SCYGR5 PE=1 SV=1
O43283,966,1,723,sp|O43283|M3K13_HUMAN Mitogen-activated protein kinase kinase kinase 13 OS=Homo sapiens OX=9606 GN=MAP3K13 PE=1 SV=1
P05496,136,1,16,"sp|P05496|AT5G1_HUMAN ATP synthase F(0) complex subunit C1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MC1 PE=1 SV=2"
P11274,1271,1,608,sp|P11274|BCR_HUMAN Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2
P29597,1187,2,550;965,sp|P29597|TYK2_HUMAN Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens OX=9606 GN=TYK2 PE=1 SV=3
P54277,932,1,101,sp|P54277|PMS1_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1
Q12769,1436,1,534,sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3
Q14839,1912,2,463;1018,sp|Q14839|CHD4_HUMAN ATP-dependent chromatin remodeler CHD4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2
Q2YD98,709,1,252,sp|Q2YD98|UVSSA_HUMAN UV-stimulated scaffold protein A OS=Homo sapiens OX=9606 GN=UVSSA PE=1 SV=2
Q5H8A4,983,2,11;664,"sp|Q5H8A4|PIGG_HUMAN GPI ethanolamine phosphate transferase 2, catalytic subunit OS=Homo sapiens OX=9606 GN=PIGG PE=1 SV=1"
Q86X10,1494,2,572;1223,sp|Q86X10|RLGPB_HUMAN Ral GTPase-activating protein subunit beta OS=Homo sapiens OX=9606 GN=RALGAPB PE=1 SV=1
Q8N465,521,1,36,"sp|Q8N465|D2HDH_HUMAN D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=D2HGDH PE=1 SV=3"
Q8N6R0,699,1,470,sp|Q8N6R0|EFNMT_HUMAN eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=METTL13 PE=1 SV=1
Q8NGX2,323,1,202,sp|Q8NGX2|O2T35_HUMAN Olfactory receptor 2T35 OS=Homo sapiens OX=9606 GN=OR2T35 PE=3 SV=1
Q8TAE7,436,1,111,sp|Q8TAE7|KCNG3_HUMAN Voltage-gated potassium channel regulatory subunit KCNG3 OS=Homo sapiens OX=9606 GN=KCNG3 PE=1 SV=1
Q8TDG4,1101,1,379,sp|Q8TDG4|HELQ_HUMAN Helicase POLQ-like OS=Homo sapiens OX=9606 GN=HELQ PE=1 SV=2
Q96JK2,942,2,285;883,sp|Q96JK2|DCAF5_HUMAN DDB1- and CUL4-associated factor 5 OS=Homo sapiens OX=9606 GN=DCAF5 PE=1 SV=2
Q96QE4,947,1,716,sp|Q96QE4|LR37B_HUMAN Leucine-rich repeat-containing protein 37B OS=Homo sapiens OX=9606 GN=LRRC37B PE=1 SV=3
Q9BZR9,551,2,114;167,sp|Q9BZR9|TRIM8_HUMAN E3 ubiquitin-protein ligase TRIM8 OS=Homo sapiens OX=9606 GN=TRIM8 PE=1 SV=2
Q9C0C7,1298,1,301,sp|Q9C0C7|AMRA1_HUMAN Activating molecule in BECN1-regulated autophagy protein 1 OS=Homo sapiens OX=9606 GN=AMBRA1 PE=1 SV=2
Q9H2M9,1393,2,792;1016,sp|Q9H2M9|RBGPR_HUMAN Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP2 PE=1 SV=1
Q9H340,312,1,244,sp|Q9H340|O51B6_HUMAN Olfactory receptor 51B6 OS=Homo sapiens OX=9606 GN=OR51B6 PE=3 SV=2
Q9NPF2,352,1,51,sp|Q9NPF2|CHSTB_HUMAN Carbohydrate sulfotransferase 11 OS=Homo sapiens OX=9606 GN=CHST11 PE=1 SV=1
Q9UL19,164,1,72,sp|Q9UL19|PLAT4_HUMAN Phospholipase A and acyltransferase 4 OS=Homo sapiens OX=9606 GN=PLAAT4 PE=1 SV=1
